Title,Ingredients
peach-french-toast,"1 cup packed brown sugar
 1/2 cup butter or margarine
 2 tablespoons water
 1 (29 ounce) can sliced peaches, drained
 12 (3/4 inch thick) slices day-old french bread
 5 eggs
 1 1/2 cups milk
 1 tablespoon vanilla extract, ground cinnamon"
family-style-french-toast,"2/3 cup packed brown sugar
 1/2 cup butter or margarine, melted
 2 teaspoons ground cinnamon
 6 eggs, lightly beaten
 1 3/4 cups milk
 1 (1 pound) loaf french bread, cut into 1 inch slices, confectioners' sugar"
orange-french-toast,"6 eggs, lightly beaten
 3/4 cup orange juice
 1/2 cup half-and-half cream
 2 tablespoons sugar
 1 teaspoon vanilla extract
 1/2 teaspoon grated orange peel
 8 thick slices cinnamon bread
 1/4 cup butter or margarine, melted"
chocolate-french-toast,"3 eggs
 1 cup milk
 1 teaspoon sugar
 1 teaspoon vanilla extract
 1/4 teaspoon salt
 12 slices day old bread, crusts removed
 3 (1.55 ounce) bars milk chocolate candy bars*, halved
 2 tablespoons butter or margarine, confectioners' sugar"
french-toast-fingers,"2 eggs
 1/4 cup milk
 1/4 teaspoon salt
 1/2 cup strawberry preserves
 8 slices day-old white bread, confectioners' sugar"
strawberry-banana-french-toast,"10 (1 inch thick) slices day-old french bread
 5 eggs, lightly beaten
 3/4 cup milk
 1 tablespoon vanilla extract
 1/4 teaspoon baking powder
 1 (16 ounce) package frozen sweetened whole strawberries
 4 firm bananas, sliced
 1 cup sugar
 1 tablespoon pumpkin pie or apple pie spice
 1 tablespoon cinnamon sugar"
overnight-caramel-french-toast,"1 cup packed brown sugar
 1/2 cup butter
 2 tablespoons light corn syrup
 12 slices bread
 1/4 cup sugar
 1 teaspoon ground cinnamon, divided
 6 eggs
 1 1/2 cups milk
 1 teaspoon vanilla extract"
freezer-french-toast,"4 eggs
 1 cup milk
 2 tablespoons sugar
 1 teaspoon vanilla extract
 1/4 teaspoon ground nutmeg
 10 (3/4 inch thick) slices day-old french bread
 1 tablespoon butter or stick margarine, melted"
cheddar-french-toast-with-dried-fruit-syrup,"1 1/2 cups maple syrup
 1 (7 ounce) bag diced dried mixed fruit
 1/4 cup chopped walnuts
 12 slices italian or french bread (cut diagonally 1-inch thick)
 1 1/3 cups shredded sharp cheddar cheese
 4 eggs
 2 cups milk
 1/4 teaspoon salt"
blueberry-french-toast-cobbler,"4 eggs
 1/2 cup milk
 1 teaspoon vanilla extract
 1/4 teaspoon baking powder
 10 (3/4 inch thick) slices day-old french bread
 4 1/2 cups unsweetened frozen blueberries
 1/2 cup sugar
 2 tablespoons butter or margarine, melted
 1 teaspoon cornstarch
 1 teaspoon ground cinnamon
 1 tablespoon butter or margarine, softened"
baked-french-toast-with-home-style-syrup,"4 eggs, lightly beaten
 1 cup milk
 2 teaspoons vanilla extract
 1 teaspoon salt
 12 slices day-old french bread
 1 1/4 cups crushed cornflakes
 1 tablespoon butter or margarine, syrup:
 1 1/2 cups sugar
 2/3 cup light corn syrup
 1/2 cup water
 1 teaspoon ground cinnamon
 1 (5 ounce) can evaporated milk
 1/2 teaspoon butter flavoring
 1/2 teaspoon almond extract"
apple-cinnamon-baked-french-toast,"10 (3/4 inch thick) slices day-old french bread
 6 eggs, lightly beaten
 2 3/4 cups milk
 2/3 cup sugar, divided
 1 tablespoon vanilla extract
 4 medium apples - peeled, cored and thinly sliced
 2 teaspoons ground cinnamon
 3/4 teaspoon ground nutmeg
 1 tablespoon butter or margarine"
overnight-french-toast,"9 eggs
 3 cups light cream
 1/3 cup sugar
 1 1/2 teaspoons rum flavored extract (optional)
 1 1/2 teaspoons vanilla extract
 1/2 teaspoon ground nutmeg
 24 (3/4 inch thick) slices french bread, praline syrup:
 1 1/2 cups packed brown sugar
 1/2 cup light corn syrup
 1/2 cup water
 1/2 cup chopped pecans, toasted
 2 tablespoons butter or margarine"
whole-grain-french-toast-with-nutmeg-scented-fruit,"fruit
 1/2 cup apricot all-fruit spread
 1/4 cup water
 2 teaspoons lemon juice
 1/2 teaspoon nutmeg
 3 pears
 1/3 cup dried apricots, chopped, french toast
 2 eggs
 2 egg whites
 1 teaspoon vanilla extract
 1/4 teaspoon nutmeg
 1/4 cup fat-free milk
 8 slices whole wheat or multigrain bread"
crunchy-raisin-bread-french-toast,"3/4 cup egg substitute
 1/3 cup skim milk
 1 teaspoon vanilla
 2 tablespoons powdered sugar
 1/8 teaspoon ground nutmeg
 2 cups whole grain wheat and barley cereal or coarsely crushed bran flakes
 8 slices sun-maid\xae raisin bread, powdered sugar for topping (optional)"
cinnamon-french-toast,"1/2 cup evaporated skim milk
 1/2 cup fat-free egg substitute
 1/8 teaspoon ground cinnamon
 1/8 teaspoon grated nutmeg
 8 slices whole-wheat or whole-grain bread
 2 teaspoons canola oil
 3 peaches, sliced
 1 cup raspberries"
pebbles-french-toast-fingers,"3 eggs
 1/4 cup milk
 1 teaspoon vanilla, dash ground cinnamon
 10 thick slices whole grain bread, such as whole wheat, honey oat
 7 grain or raisin
 2 1/2 cups post fruity pebbles cereal"
stuffed-french-toast,"4 slices cinnamon raisin bread
 4 tablespoons philadelphia cream cheese spread
 8 slices oscar mayer shaved honey ham
 2 eggs
 2 tablespoons milk
 2 teaspoons sugar
 2 tablespoons maple-flavored or pancake syrup"
raspberry-stuffed-french-toast-with-custard-sauce,"1 (4 ounce) package philadelphia neufchatel cheese
 1/3 less fat than cream cheese
 1/2 cup sugar
 2 teaspoons vanilla
 1 teaspoon ground cinnamon
 2 eggs, plus
 2 egg whites
 5 cups fat-free milk, divided
 18 slices french baguette, ends trimmed, divided
 1 (12 ounce) package frozen unsweetened raspberries, divided
 1 pkg. (4 serving size) jell-o vanilla flavor instant pudding &amp; pie filling"
cinnamon-french-toast-bake,"french toast bake:
 1/4 cup land o lakes\xae butter, melted
 2 (12.4 ounce) cans pillsbury\xae refrigerated cinnamon rolls with icing
 6 eggland's best eggs
 1/2 cup heavy whipping cream
 2 teaspoons ground cinnamon
 2 teaspoons vanilla
 1 cup fisher\xae chef's naturals\xae chopped pecans
 1 cup maple syrup, garnish:, icing from cinnamon rolls, powdered sugar
 1/2 cup maple syrup, if desired (optional)"
banana-french-toast-breakfast-sandwiches,"1/2 cup liquid egg substitute
 1 teaspoon water
 1 tablespoon nonfat milk
 1 teaspoon vanilla extract
 1 teaspoon grated orange zest
 2 bananas, peeled and sliced
 12 slices sara lee\xae soft and smooth 100% whole wheat bread
 1/4 cup butter, confectioners' sugar for dusting"
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened
 1/2 cup brown sugar
 1/4 teaspoon ground allspice
 1/2 teaspoon ground nutmeg
 1/2 teaspoon ground cinnamon
 8 slices sara lee\xae soft and smooth 100% whole wheat bread
 2 tablespoons butter
 3/4 cup liquid egg substitute
 1/4 cup fat free half-and-half"
crunchy-stuffed-french-toast,"1/2 cup milk
 1/2 teaspoon archer farms\u2122 cinnamon
 6 eggs
 2 cups archer farms\u2122 muesli cereal, crushed
 8 slices archer farms\u2122 100% whole wheat bread
 1/2 cup cream cheese spread
 1/2 cup archer farms\u2122 oregon strawberry preserves"
french-toast,"1/2 cup egg beaters
 2 tablespoons skim milk
 1 teaspoon cinnamon
 1/2 teaspoon vanilla extract
 1  serving splash vegetable spray
 3 slices whole-wheat bread"
french-toast-with-peanut-butter-maple-syrup,"1 egg
 2 tablespoons milk
 1 teaspoon vanilla extract
 2 slices bread
 1/4 cup maple syrup
 4 tablespoons peanut butter"
creme-brulee-french-toast,"1 cup packed brown sugar
 1/2 cup butter
 2 tablespoons corn syrup
 1 loaf archer farms\u2122 whole grain white bread, cut into 1-inch chunks
 3 cups half and half
 2 teaspoons archer farms\u2122 vanilla
 1/4 teaspoon salt
 15 eggs"
granola-peanut-butter-french-toast,"2 cups reese's\xae puffs\xae cereal
 4 eggs
 1/4 cup milk
 1 teaspoon vanilla
 12 tablespoons creamy peanut butter
 12 slices white or wheat sandwich bread or slightly firm bread
 4 nature valley\xae peanut butter crunchy granola bars
 6 tablespoons marshmallow creme"
blueberry-banana-granola-french-toast,"1 (12.4 ounce) can pillsbury\xae refrigerated cinnamon rolls with icing
 8 nature valley\xae banana nut crunchy granola bars, crushed
 4 eggs
 3/4 cup fat-free (skim) milk
 1 (14 ounce) can fat-free sweetened condensed milk (not evaporated)
 3 medium bananas, cut into 1-inch pieces
 1 (10 ounce) bag cascadian farm\xae organic frozen blueberries, thawed
 1 (7 ounce) can fat-free whipped cream topping"
peanut-butter-and-jelly-french-toast-sticks,"1/2 cup peanut butter
 8 slices sandwich bread
 1/2 cup jelly (any flavor)
 5 large eggs
 1/3 cup milk
 2 teaspoons pure vanilla extract
 4 tablespoons butter
 1/2 cup maple syrup, warmed"
challah-french-toast-with-berry-sauce,"for french toast:
 3 large eggs
 1 cup whole milk
 1 teaspoon sugar
 1/4 teaspoon salt
 1 (1 pound) challah loaf, cut crosswise into 1/2-inch-thick slices (not including end pieces)
 3 1/2 tablespoons unsalted butter, for berry sauce:
 3 cups mixed berries such as blackberries, raspberries, and blueberries
 1/3 cup sugar
 1 tablespoon fresh lemon juice, garnish: confectioners sugar for dusting"
cinnamon-chai-baked-french-toast,"1/3 cup butterscotch topping, heated, if necessary
 12 slices cinnamon swirl bread
 1 cup market pantry\u2122 milk
 1 cup chai tea latte concentrate (from 32-oz. carton)
 6 market pantry \u2122 eggs"
wife-saver-french-toast,"1 cup light brown sugar
 1/2 cup light corn syrup
 1/4 cup butter
 10 slices french bread
 2 eggs
 2 1/2 cups 1% low-fat milk
 1 teaspoon vanilla extract
 1 tablespoon all-purpose flour
 1 pinch salt
 2 tablespoons white sugar
 1 teaspoon ground cinnamon"
baked-french-toast-with-orange-syrup,"nonstick cooking spray
 2 eggs, slightly beaten
 1 cup reduced fat milk
 1 teaspoon vanilla extract
 1/8 teaspoon ground cinnamon
 8 (1/2-inch-thick) slices french bread
 1/4 teaspoon finely shredded orange peel
 1/2 cup orange juice
 1 tablespoon honey
 1 teaspoon cornstarch
 1/8 teaspoon ground cinnamon, sifted powdered sugar (optional)"
pineapple-french-toast,"1/2 cup butter
 2/3 cup packed brown sugar
 1 (15.25 ounce) can crushed pineapple (juice pack), drained
 4 eggs, beaten
 1 cup reduced fat milk
 1/4 teaspoon salt
 10 (3/4 inch thick) slices french bread"
eggnog-cinnamon-french-toast,"2 cups eggnog
 1 teaspoon cinnamon
 2 eggs, vegetable oil cooking spray or butter or margarine
 12 slices firm white bread"
baked-cinnamon-french-toast,"3 eggs, slightly beaten
 2/3 cup fat-free milk or evaporated fat-free milk
 2 tablespoons sugar, divided
 1 1/2 teaspoons vanilla
 3/4 teaspoon cinnamon, divided
 8 (1 inch thick) slices french or italian bread (about 3- to 4-inches in diameter)
 1 cup kellogg's\xae rice krispies\xae cereal, topping:
 2 medium bananas, sliced
 1/2 cup maple syrup, warmed"
crunchy-french-toast-sticks,"3 eggs
 1/4 cup milk
 2 cups corn flakes, crushed
 4 slices bread, cut into thirds
 1 tablespoon butter"
french-toast-with-maple-apples,"3 large eggs
 1 cup skim milk
 1 teaspoon pure vanilla extract
 1/2 teaspoon freshly grated nutmeg
 8 3/4-inch-thick slices of white bread
 2 tablespoons unsalted butter
 2 granny smith apples - peeled, cored and sliced 1/4 inch thick
 3/4 cup pure maple syrup
 1/4 teaspoon cinnamon
 2 teaspoons vegetable oil"
cutters-french-toast,"1/4 cup egg substitute
 1 cup 1% fat milk
 1/4 cup splenda\xae no calorie sweetener, granulated
 2 tablespoons ground cinnamon
 10 slices whole wheat bread, sugar free maple syrup (optional)"
baked-apple-cinnamon-french-toast,"3 cups nonfat milk
 2 cups pasteurized liquid egg whites, such as egg beaters
 3 tablespoons honey
 1 1/2 teaspoons vanilla extract
 1/4 teaspoon salt
 1 (1 pound) loaf sliced whole-wheat bread
 1 cup chopped dried apple rings
 1/2 cup raisins
 1 1/2 teaspoons ground cinnamon
 1/2 teaspoon freshly grated nutmeg
 1 tablespoon confectioners' sugar"
deep-fried-french-toast,"6 eggs
 5 1/2 teaspoons white sugar
 1/4 teaspoon salt
 2 cups milk
 1 cup all-purpose flour
 2 quarts vegetable oil for frying
 8 thick slices (1-inch thick) french bread"
banana-raisin-french-toast,"1 ripe banana, peeled
 2 teaspoons frozen orange juice concentrate
 4 slices cinnamon-raisin bread
 2 large egg whites
 1/4 cup nonfat milk
 1/4 cup nonfat or low-fat plain yogurt
 1 1/2 tablespoons maple syrup or honey 
 1 teaspoon butter, divided"
creme-brulee-french-toast,"1 cup packed brown sugar
 1/2 cup butter
 2 tablespoons corn syrup
 1 loaf archer farms\xae artisan baguette bread, cut into 1-inch chunks
 3 cups half-and-half
 2 teaspoons archer farms\u2122 vanilla
 1/4 teaspoon salt
 15 eggs"
easy-blueberries-and-cream-french-toast-sandwich-with-orange-maple-syrup,"1/4 cup red wine
 1/2 cup orange juice
 1/2 teaspoon grated orange zest
 1/2 cup maple syrup
 1 pinch crushed red pepper flakes, or to taste (optional)
 8 slices whole wheat bread
 1/2 cup softened cream cheese
 1/2 cup fresh blueberries
 4 eggs
 1/3 cup milk
 1/4 cup butter"
baked-french-toast,"2 o organics\u2122 large eggs
 2 o organics large egg whites
 3/4 cup o organics fat free organic milk
 1 tablespoon vanilla
 2 teaspoons sugar
 1/2 teaspoon ground cinnamon
 1/4 teaspoon ground nutmeg
 8 sweet french or challah bread, powdered sugar, maple syrup, orange wedges"
mascarpone-stuffed-french-toast-with-peaches,"8 fresh peaches
 1/2 cup sugar
 4 pinches ground nutmeg
 1/2 teaspoon ground cinnamon
 4 mexican bolillo rolls
 1 cup mascarpone cheese
 6 tablespoons confectioners' sugar
 1 lemon, zested
 6 eggs
 3/4 cup milk
 1/2 teaspoon vanilla extract
 2 teaspoons butter, or as needed
 2 teaspoons vegetable oil, or as needed"
baked-french-swirl-toast,"1 (16 ounce) pepperidge farm\xae cinnamon swirl bread , cut into cubes
 3/4 cup dried cranberries or raisins
 6 eggs
 3 cups half-and-half or milk
 2 teaspoons vanilla extract, cinnamon sugar or confectioners' sugar, whipped butter, pure maple syrup"
french-toast-casserole,"1 (16 ounce) loaf pepperidge farm\xae cinnamon swirl bread, cut into cubes
 6 eggs, beaten
 3 cups milk
 2 teaspoons vanilla extract, confectioners' sugar"
panettone-french-toast-bake,"1 (26.5 ounce) loaf archer farms\xae traditional pannetone, cut into 1-inch cubes
 6 eggs
 2 cups half-and-half
 1 teaspoon archer farms pure vanilla extract
 1/4 teaspoon salt"
pumpkin-french-toast,"4 eggs
 1/4 cup canned pumpkin puree
 1 teaspoon ground cinnamon
 1 pinch ground nutmeg
 8 slices whole wheat bread
 2 teaspoons butter"
sweet-potato-french-toast,"1/4 cup mashed sweet potatoes
 4 eggs
 1/8 teaspoon ground cinnamon
 1/8 teaspoon ground nutmeg
 8 slices whole wheat bread"
captains-crunch-french-toast,"3 large eggs
 2 1/2 tablespoons white sugar
 1 cup heavy cream
 1/2 cup 2% low-fat milk
 1/2 teaspoon vanilla extract
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground nutmeg
 1/2 (14 ounce) package brown sugar and butter flavored crispy corn and oat breakfast cereal (such as cap\u2019n crunch\xae), crushed
 6 thick slices egg bread (challah)
 2 tablespoons butter"
thymey-wimey-french-toast,"1/4 cup melted butter
 1/4 cup milk
 2 thick slices crusty bread
 2 teaspoons dried thyme leaves
 1/3 cup shredded sharp cheddar cheese, salt and cracked black pepper to taste"
apres-ski-french-toast,"4 slices multigrain bread
 2 eggs
 3/4 cup milk
 1 teaspoon orange juice
 2 teaspoons grated orange zest
 1 teaspoon vanilla extract
 1 teaspoon white sugar
 1/4 teaspoon salt
 1/2 teaspoon ground cinnamon
 1/4 tablespoon ground nutmeg
 2 teaspoons light butter"
chocolate-french-toast,"1 cup milk
 4 eggs
 2/3 cup white sugar
 1/3 cup unsweetened cocoa powder
 1/8 teaspoon baking powder
 1/4 teaspoon salt
 8 slices bread"
original-recipe-french-toast,"4 (1 inch thick) slices king's hawaiian\xae sweet bread
 4 large eggs
 1/2 cup milk
 1/2 teaspoon vanilla
 1/4 teaspoon ground cinnamon, butter or oil for frying, maple syrup"
strawberry-ricotta-stuffed-whole-grain-french-toast,"1/2 cup low-fat ricotta cheese
 2 teaspoons granulated sugar
 4 large eggs, beaten
 1/2 cup milk
 1/2 teaspoon vanilla extract, divided
 8 slices roman meal bread
 2 cups fresh sliced strawberries, divided, non-stick cooking spray, powdered sugar, maple syrup"
chucks-molasses-french-toast,"4 eggs
 3 tablespoons molasses
 1/2 cup heavy cream
 1 teaspoon vanilla extract
 1 pinch ground ginger
 1 pinch ground cinnamon, or more to taste
 12 thick slices challah bread
 1/4 cup butter"
vanilla-banana-french-toast,"2 eggs
 3/4 teaspoon vanilla extract
 1 tablespoon ground cinnamon
 2 1/4 teaspoons white sugar
 2 slices bread
 1 banana, sliced"
blueberry-stuffed-french-toast,"16 slices firm white bread
 1 (8 ounce) package neufchatel cheese, softened
 1 cup blueberries
 3 cups milk
 3 eggs
 1/3 cup maple syrup
 1 teaspoon vanilla extract
 1/4 cup white sugar
 1/4 teaspoon ground nutmeg
 1/4 cup white sugar
 2 tablespoons cornstarch
 1 cup water
 1 cup white sugar
 1 tablespoon butter
 1 cup blueberries"
caribbean-cruise-stuffed-french-toast,"1 (8 ounce) package fat-free cream cheese, softened
 1/3 cup crushed pineapple, drained
 1/2 cup confectioners' sugar
 1 1/2 teaspoons vanilla, divided
 1/2 cup toasted pecan pieces
 12 slices wonder\xae classic white sandwich bread
 4 eggs
 3/4 cup fat-free half and half, whipping cream or milk
 1/4 teaspoon ground cinnamon
 2 tablespoons butter
 1 (12 ounce) jar apricot preserves
 1/3 cup orange juice"
cinnamon-and-sugar-french-waffle-toast,"4 eggs, beaten
 1 cup milk
 2 teaspoons vanilla extract
 2 tablespoons white sugar
 1 teaspoon cinnamon
 9 slices white bread"
french-toast-fingers-with-fruit-dips,"for vanilla pear dip:
 1 (15 ounce) can pear halves in extra light syrup
 1 tablespoon honey
 1/2 teaspoon vanilla extract
 1 tablespoon butter (optional), for french toast fingers:
 3 large or extra-large eggs, lightly beaten
 3/4 cup low-fat milk
 1/4 cup vanilla pear, maple peach, or cinnamon carrot dip, cooking spray or melted butter
 6 slices whole-grain bread, each cut in 5 1-inch-wide strips"
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,"1 (8 ounce) package reduced-fat cream cheese (neufchatel)
 1/4 cup powdered sugar
 1 teaspoon vanilla
 1 (22 ounce) can lucky leaf\xae lemon fruit filling
 8 eggs
 2 cups milk
 1 (16 ounce) loaf french bread
 1/2 cup quick-cooking rolled oats
 1/4 cup packed brown sugar
 1 teaspoon ground cinnamon
 1/4 teaspoon salt
 2 tablespoons butter, fresh blueberries or sliced strawberries"
pumpkin-pie-french-toast,"3 large eggs
 1/2 cup half-and-half cream
 1/4 cup canned pumpkin puree
 1 teaspoon ground cinnamon
 1 teaspoon vanilla extract
 1/4 teaspoon pumpkin pie spice
 1/4 cup finely chopped walnuts
 8 slices day-old bread"
panettone-french-toast-with-orange-mascarpone-sauce,"1 (12 ounce) panettone
 1 (8 ounce) container mascarpone cheese
 1/3 cup orange juice
 1/3 cup orange marmalade
 4 eggs
 1/4 teaspoon ground cinnamon
 1 pinch ground nutmeg
 3 tablespoons olive oil"
french-toast-casserole,"1 (22 ounce) loaf o organics\u2122 seeds and grains bread, butter-flavored cooking spray
 8 o organics large egg whites
 2 cups o organics fat-free milk
 1 cup o organics 100% pure no pulp orange juice
 1 tablespoon o organics ground cinnamon
 2 tablespoons o organics maple syrup
 1 tablespoon vanilla extract
 1 teaspoon ground nutmeg, dash salt
 1/2 cup o organics blueberries
 1 cup o organics maple syrup, powdered sugar (optional)"
peanut-butter-french-toast,"1/2 cup milk
 3 eggs
 1/4 cup peanut butter
 2 tablespoons white sugar
 1/2 teaspoon vanilla extract (optional)
 1/4 teaspoon ground cinnamon
 1 tablespoon vegetable oil
 4 slices bread"
mccormick-stuffed-french-toast,"1 (8 ounce) tub whipped cream cheese
 1 tablespoon brown sugar
 3 teaspoons mccormick\xae cinnamon, ground, divided
 1 1/2 teaspoons mccormick\xae pure vanilla extract, divided
 16 (1/2 inch thick) slices italian bread
 1/2 cup apricot preserves or jam
 5 eggs
 1 cup milk
 2 tablespoons butter, divided"
ham-and-provolone-stuffed-french-toast,"4 slices sargento\xae sliced reduced sodium provolone cheese
 2 ounces thinly sliced deli honey baked ham
 4 slices lower sodium rye or millet bread
 1/4 cup milk
 1 large egg, beaten
 1/8 teaspoon ground nutmeg
 2 teaspoons unsalted butter
 1/4 cup pure maple syrup"
easy-pina-colada-french-toast,"8 eggs
 2/3 cup milk
 1/2 cup bottled pina colada drink mix
 1 tablespoon butter, or as needed
 12 (1/2 inch thick) slices french bread
 2 bananas, sliced"
cinnamon-raisin-stuffed-french-toast,"4 ounces cream cheese, softened
 1 tablespoon white sugar
 1/8 teaspoon ground cinnamon
 8 slices raisin cinnamon bread (such as pepperidge farm\xae)
 2 eggs
 3 tablespoons milk
 1/8 teaspoon ground cinnamon
 1 teaspoon butter, or as needed"
patriotic-french-toast,"1 (10 ounce) package frozen strawberries, thawed
 1 cup fresh blueberries
 1 (8 ounce) package cream cheese, softened
 2 cups confectioners' sugar
 2 cups milk
 2 eggs, beaten
 1 teaspoon vanilla extract
 1/2 teaspoon ground cinnamon
 2 tablespoons butter
 8 thick slices bread"
made-over-french-toast-with-spiced-pears,"3 tablespoons honey
 1 tablespoon lemon juice
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground ginger
 2 large ripe pears, cored and sliced
 2 large eggs
 1/3 cup milk
 1 tablespoon honey
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground ginger
 4 slices bread
 1/4 cup toasted sliced almonds, for garnish"
crispy-baked-french-toast,"3 large eggs
 1 1/4 cups milk
 3/4 teaspoon sugar
 1 teaspoon vanilla extract
 1 cup kikkoman panko bread crumbs
 8 slices dry white bread
 1/4 cup butter
 1/4 cup vegetable oil, butter, maple syrup"
cardamom-french-toast-casserole,"5 cups cubed stale firm white bread
 1 cup chopped pecans
 3 eggs
 1 1/2 cups milk
 3/4 teaspoon almond extract
 1 tablespoon ground cardamom, or more to taste
 1/2 teaspoon ground cinnamon
 1/2 cup brown sugar
 1 cup confectioners' sugar
 1/2 teaspoon ground cardamom
 3 tablespoons milk, or as needed"
overnight-eggnog-french-toast,"1 cup brown sugar
 1/2 cup butter
 2 tablespoons light corn syrup
 1 loaf french bread, cut into 1-inch slices
 8 eggs
 2 cups prepared eggnog"
pumpkin-french-toast-bake,"8 eggs
 1 teaspoon vanilla extract
 2 teaspoons ground cinnamon
 1/2 teaspoon ground cloves
 1/4 teaspoon ground nutmeg
 1 tablespoon white sugar
 1 (15 ounce) can pumpkin puree
 1 loaf texas toast thick-sliced bread, cut into 1-inch cubes
 1/3 cup brown sugar
 1/4 teaspoon ground cinnamon
 2 tablespoons all-purpose flour
 1 tablespoon butter, softened"
pear-and-almond-french-toast-casserole,"1/4 cup butter, cut into 1/4-inch cubes
 1/2 cup brown sugar
 1 (29 ounce) can pear halves, cut lengthwise into 4 slices
 1 (1 pound) loaf sourdough bread, cut into 1-inch cubes
 2 1/2 cups eggs
 1 1/2 cups milk
 2 tablespoons white sugar
 1 teaspoon vanilla extract
 1/2 teaspoon almond extract
 1/4 cup sliced almonds"
whole-grain-french-toast-with-blackberry-compote,"2 (6 ounce) containers fresh blackberries
 1 tablespoon honey (optional)
 1 egg, separated
 1 egg white
 1/4 teaspoon ground nutmeg
 1/4 teaspoon ground cinnamon
 1/4 teaspoon ground ginger
 5 slices whole-grain bread"
